image,cls,fd_full,r2_full,fd_fine_1_8,fd_mid_8_64,fd_coarse_32_256,counts
31,vegetation,0.7116524641999172,0.9806237642063274,0.7852065449091663,0.55472933824697,0.9849877952501224,"[857, 424, 248, 167, 120, 85, 52, 26, 11]"
31,contamination,1.3222320114380863,0.992405478261076,1.2778074455229587,1.2098333162966666,1.6660484401803042,"[149818, 54117, 22697, 10451, 4865, 2199, 832, 249, 70]"
30,vegetation,0.5170445123884578,0.943779083599682,0.52222927260585,0.32376915577193344,0.891112060351963,"[293, 176, 126, 98, 79, 67, 49, 23, 11]"
30,contamination,1.3123128607386343,0.9935865475637967,1.3309553353036627,1.1725048826024163,1.6203504850917196,"[146471, 50573, 20333, 9165, 4347, 2005, 790, 246, 70]"
29,vegetation,0.7318044126153948,0.9878427262879422,0.8801835901785052,0.5670573805193583,0.8961141496375027,"[1015, 472, 265, 161, 112, 78, 49, 27, 12]"
29,contamination,1.1892652144045746,0.9918962187850167,1.4594103636878852,0.954446970324379,1.2779017821596843,"[78862, 24806, 8972, 3799, 1831, 990, 514, 216, 69]"
28,vegetation,0.7776615048487816,0.9871659544046398,0.939928777640754,0.5939722340246876,0.9339602605980856,"[1242, 563, 293, 176, 115, 77, 51, 27, 11]"
28,contamination,1.368129063707035,0.9964343682532345,1.4763013498862638,1.209947545276742,1.5689043420545308,"[197691, 62260, 22407, 9174, 4034, 1817, 731, 242, 70]"
27,vegetation,0.9103594993107849,0.9920116456356326,1.1003574227538668,0.7404312842706144,0.9777998255668686,"[2216, 894, 416, 225, 125, 76, 48, 24, 10]"
27,contamination,1.35020528461104,0.9963618974730198,1.4999369746377806,1.1732308735495323,1.517787623411163,"[180287, 56233, 19835, 7975, 3514, 1637, 684, 236, 70]"
26,vegetation,0.9212275815045826,0.9930597110110772,1.129677685282001,0.778850722488431,0.9471646843955287,"[2451, 969, 437, 235, 131, 79, 46, 24, 11]"
26,contamination,1.327826055190705,0.9963617971546787,1.4838509356017269,1.1541072961654806,1.47949250457054,"[158917, 49804, 17807, 7263, 3219, 1514, 649, 231, 70]"
25,vegetation,0.9914233633602921,0.9916350407036962,1.182816635548171,0.7950856893937968,1.1116845623209333,"[4064, 1573, 689, 348, 196, 111, 67, 31, 11]"
